zip,arealand_zcta,geoid,arealand_part
30554,185204979,1332860,43710
30554,185204979,1347896,11177342
30555,29606090,1348428,3380982
30557,150652105,1304392,3855990
30557,150652105,1335814,6230763
30557,150652105,1350008,6502605
30558,158903322,1319112,1436812
30558,158903322,1350484,12058151
30559,130332794,1348428,156506
30559,130332794,1351744,3649162
30560,184925732,1352724,2029865
30562,3055794,1353116,3051062
30563,100738253,1353284,5426676
30565,87183370,1355468,9287495
30566,20837421,1331908,812905
30566,20837421,1357260,7458372
30567,75173569,1341988,2647915
30567,75173569,1360032,6989640
30567,75173569,1375412,3218556
30568,79186623,1353116,1040221
30568,79186623,1371282,155944
30571,113131897,1337788,217479
30571,113131897,1368880,9276143
30571,113131897,1384832,725426
30573,5157872,1375328,4449791
30575,28711705,1360032,521380
30575,28711705,1375412,4033230
30576,103344199,1376504,2145337
30577,407466367,1304392,718784
30577,407466367,1376756,22771867
30582,134334080,1384960,2451708
30597,355094,1321240,355094
30601,60539219,1303440,54591158
30601,60539219,1340532,3864
30602,1555107,1303440,1555107
30605,98955133,1303440,94035150
30606,79522028,1303440,58554303
30607,96277333,1302648,255017
30607,96277333,1303440,35414978
30609,974874,1303440,974874
30619,67949664,1303124,4281366
30620,57503331,1307612,4491619
30620,57503331,1383420,1435939
30621,117461512,1308200,2027992
30621,117461512,1309488,4864765
30621,117461512,1356308,6266180
30621,117461512,1380788,108198
30622,95833595,1303440,20991870
30622,95833595,1309068,6486625
30623,2528281,1309488,2528281
30624,118292203,1309712,8063482
30624,118292203,1324964,3084
30625,122867925,1311672,2087479
30627,305579843,1313212,2605908
30628,125830405,1317552,2639206
30629,192754878,1319084,8385262
30630,113734520,1303124,12763
30630,113734520,1320288,3017880
30631,469851571,1320316,8068159
30631,469851571,1369896,1377025
30633,257233330,1321632,3743887
30633,257233330,1340840,1334758
30634,126197694,1322724,4323149
30635,726721034,1326616,11740258
30639,112904,1331320,112904
30641,85774525,1333896,4698756
30642,476345321,1334876,17890059
30642,476345321,1370932,2392910
30642,476345321,1382692,2011653
30643,296885004,1337144,13048660
30643,296885004,1364288,60413083
30646,94272336,1303440,409251
30646,94272336,1340532,821729
30648,238482328,1346188,1419199
30650,595537262,1309488,131656
30650,595537262,1333672,2762263
30650,595537262,1349196,22749171
30655,215008654,1307640,1181324
30655,215008654,1333896,72906
30655,215008654,1352192,27002307
30656,185286074,1307640,1878203
30656,185286074,1352192,13603709
30660,258922729,1363756,2491495
30662,215758456,1309712,8601
30662,215758456,1331320,5531214
30662,215758456,1367452,8496285
30663,130299938,1367760,8508087
30664,643814,1369896,643814
30665,750780,1370932,750780
30666,92249413,1373312,9979722
30667,178657414,1350260,5015122
30668,375033325,1376532,7126340
30669,380151736,1350260,1151193
30669,380151736,1378380,5108538
30669,380151736,1384260,12853894
30673,713747688,1363756,161525
30673,713747688,1376532,6945
30673,713747688,1380704,19937390
30677,316579159,1380788,8347132
30678,186206951,1382692,11364591
30680,245912165,1304140,10582
30680,245912165,1307612,2184121
30680,245912165,1313184,895573
30680,245912165,1367676,3009216
30680,245912165,1373312,290535
30680,245912165,1383420,34009057
30683,100385528,1303124,140740
30683,100385528,1303440,34763795
30683,100385528,1383728,6784784
30701,393072092,1312456,40022589
30701,393072092,1364736,2016147
30705,629747838,1315508,13767768
30705,629747838,1327932,3153474
30707,313240622,1315984,7331417
30707,313240622,1328632,6586186
30707,313240622,1330956,4778132
30710,121071502,1317496,12728774
30710,121071502,1378996,5782079
30720,125996369,1321380,27572886
30720,125996369,1378996,878301
30721,328344512,1321380,23317721
30721,328344512,1378996,2910757
30724,162755,1327932,162755
30725,42610529,1315585,11480081
30728,449214597,1344312,20942049
30730,145223244,1348092,1945981
30731,215872586,1350848,2028043
30733,40455427,1361684,1870572
30734,198601111,1328492,35852
30734,198601111,1363560,2113763
30735,142317638,1364736,5163888
30736,322818343,1330956,7317066
30736,322818343,1341036,6633365
30736,322818343,1365324,12794734
30738,230084894,1381488,938267
30739,66186626,1366304,7497305
30740,129881444,1321380,3730193
30741,64407665,1315585,7737170
30741,64407665,1328632,12906449
30741,64407665,1330956,5718436
30741,64407665,1344900,5883555
30741,64407665,1367256,4677544
30741,64407665,4722720,33487
30742,18783005,1330956,18183490
30747,500140888,1374376,10395076
30750,28792725,1347336,6886493
30750,28792725,1381488,5826942
30752,196069174,1354768,7264635
30752,196069174,1377372,8328426
30753,105825003,1377540,10511999
30755,95406355,1321380,137787
30755,95406355,1365324,201343
30755,95406355,1377736,5109175
30755,95406355,1378996,209162
30756,128454,1378996,128454
30757,52905390,1354768,1537064
30757,52905390,1382916,8366167
30802,342426128,1302536,22840621
30803,135345954,1304448,1683424
30805,104567372,1304204,55459538
30805,104567372,1309040,7386535
30805,104567372,1343360,10172
30807,1015541,1312512,1001986
30808,145726633,1322024,2110886
30809,114391067,1328044,60282187
30809,114391067,1350036,4579792
30810,216479029,1326224,266082
30810,216479029,1332748,2653716
30812,244081,1304204,244081
30813,130552846,1304204,6127845
30813,130552846,1335716,13654314
30814,138581798,1336696,16748090
30815,327964068,1304204,185425536
30815,327964068,1338040,50470301
30816,293672153,1334176,2185167
30816,293672153,1343360,2719017
30817,495314215,1346552,9101405
30818,77926621,1350176,7465092
30820,240356575,1326224,212398
30820,240356575,1351968,3829264
30821,287757196,1356560,2109312
30822,3007186,1360312,3007186
30823,185618607,1373004,4516556
30824,496379706,1376280,12379326
30828,348897161,1312512,1050017
30828,348897161,1380592,4939305
30830,972540579,1379416,781042
30830,972540579,1380984,14173194
30833,184911512,1350176,1653638
30833,184911512,1384456,8115498
30901,45622974,1304204,45622974
30904,28418062,1304204,28418062
30905,47063807,1304204,47063807
30906,224544906,1304204,224544906
30907,62472733,1304204,14036865
30907,62472733,1328044,5158229
30907,62472733,1350036,32982490
30909,66019461,1304204,65000467
30912,188111,1304204,188111
31001,450794737,1300184,7916461
31002,330454831,1300660,3560804
31002,330454831,1355944,1044833
31003,4179859,1301500,4179859
31004,203611,1309152,203611
31005,59845478,1380508,10138117
31006,466847506,1312120,8407642
31006,466847506,1340196,544117
31007,174112440,1312232,937417
31007,174112440,1323480,245850
31008,184153338,1312260,22703866
31008,184153338,1314920,28046
31008,184153338,1331096,376316
31008,184153338,1380508,7472455
31009,198376621,1312344,3246028
31011,139555136,1315648,4469668
31012,142153468,1315900,2280574
31014,540589530,1317328,12192382
31014,540589530,1327512,5957990
31015,553242225,1319616,26256289
31015,553242225,1381208,7344208
31016,266471629,1320848,2012879
31016,266471629,1368129,22855215
31017,258268673,1301500,6143779
31017,258268673,1321688,2043477
31018,237545285,1321800,7903244
31018,237545285,1365156,142445
31019,138663351,1322752,1987890
31020,331784535,1349008,13295669
31021,604683583,1324376,41244850
31021,604683583,1324488,54330
31022,133835062,1324488,8773568
31023,733277618,1325552,16747427
31024,841074990,1320550,8367729
31024,841074990,1326084,53117912
31027,406333196,1325300,10925435
31028,7590897,1314920,7435740
31028,7590897,1380508,36293
31029,631066558,1330732,15218418
31029,631066558,1371296,4404224
31030,453076565,1331096,19146488
31030,453076565,1380508,1927504
31031,326094466,1333980,13960297
31031,326094466,1341540,6710562
31032,412473864,1334512,10197966
31034,93434,1336668,49168
31034,93434,1351492,44266
31035,125360427,1336920,4422184
31035,125360427,1365156,1842267
31036,624829312,1337396,13909491
31037,170204000,1349100,5328018
31039,9055824,1340196,5804497
31041,102910958,1340812,2590343
31042,216476517,1341400,7983105
31042,216476517,1348848,36701
31044,391881329,1342100,9467393
31046,215179773,1342772,4747941
31047,195042382,1360340,6046070
31047,195042382,1380508,5109369
31049,236372815,1343892,2086720
31050,50860389,1344060,510691
31051,1108538,1346384,965997
31052,184338136,1349008,96524661
31054,131974782,1341400,162338
31054,131974782,1348848,13387821
31055,346135130,1349100,11340171
31055,346135130,1369336,1037136
31057,214098797,1349924,8091478
31060,231056168,1351408,8060847
31061,706842884,1336668,12541376
31061,706842884,1351492,51794445
31062,795507,1351492,795507
31063,290226878,1323480,952577
31063,290226878,1352304,11776164
31064,636436641,1352416,10776968
31065,176541072,1301500,1533387
31065,176541072,1352500,4181073
31066,160078009,1344060,127714
31066,160078009,1349008,1910462
31066,160078009,1354012,3321460
31067,4765726,1357456,3273715
31068,240895235,1340812,373037
31068,240895235,1352304,46352
31068,240895235,1357736,5196019
31069,258462901,1360340,63821320
31070,129412616,1360984,2634593
31071,145769383,1361320,5048234
31072,185854342,1361544,2074919
31072,185854342,1369728,2111675
31075,131063758,1364680,2719209
31076,317506054,1364876,5153855
31077,261403500,1364932,8117867
31078,271117524,1344060,189438
31078,271117524,1365856,3856802
31079,303124163,1366024,4938856
31082,587683313,1322108,2112783
31082,587683313,1368208,33335997
31083,2112712,1369336,2112712
31084,89373,1369728,89373
31085,114747401,1369784,2291964
31087,1134853518,1372584,4691146
31088,76238327,1380508,48513842
31089,406854109,1357456,88089
31089,406854109,1375888,4586407
31090,307035496,1376952,4821917
31091,238273031,1378156,15652068
31092,487377518,1346384,593010
31092,487377518,1379444,14372491
31093,52882926,1314920,2752599
31093,52882926,1380508,20727717
31094,288792222,1380648,819332
31096,468201290,1384512,9490814
31097,138539624,1384708,2235914
31098,45483243,1365968,7136643
31098,45483243,1380508,3921938
31201,24248836,1349008,24248836
31204,37774496,1349008,37774496
31206,69021569,1349008,69021569
31207,503812,1349008,503812
31210,107067954,1309152,4657777
31210,107067954,1349008,80511239
31211,114812984,1349008,21019148
31213,26043,1349008,26043
31216,148577247,1349008,148577247
31217,279110069,1349008,84140257
31220,125042738,1349008,68344674
31301,45676300,1301472,1723164
31301,45676300,1380256,5867449
31302,108580882,1308844,33488238
31302,108580882,1362104,400902
31302,108580882,1369000,12764017
31305,160175107,1321716,41367095
31312,452792583,1335884,8305712
31313,158332257,1301472,1112731
31313,158332257,1330088,12343158
31313,158332257,1335800,2090551
31313,158332257,1338964,47422880
31313,158332257,1380256,3905451
31314,124396955,1331068,19907843
31315,8754579,1331068,8754579
31316,742232643,1347784,6208641
31320,320068808,1351352,16686411
31320,320068808,1364960,26045
31321,370723164,1360004,19791427
31322,76358242,1308844,2188070
31322,76358242,1362104,66184331
31322,76358242,1369000,498683
31323,401511668,1364960,28773071
31324,336065096,1311626,7071298
31324,336065096,1365044,60982899
31326,177559690,1365296,25241920
31326,177559690,1372780,180001
31328,23923427,1378036,7463951
31329,239159151,1372780,7801077
31331,736203038,1320372,11803995
31331,736203038,1321716,12926772
31331,736203038,1328016,8366143
31333,174091,1380256,174091
31401,8839698,1369000,8839698
31404,35518056,1369000,17891690
31404,35518056,1376364,2351913
31405,80870137,1332048,9174871
31405,80870137,1362104,85857
31405,80870137,1369000,37077095
31406,67848547,1324876,6372627
31406,67848547,1341484,5078387
31406,67848547,1352332,13506622
31406,67848547,1369000,19331296
31407,87742657,1308844,16719
31407,87742657,1332048,8097
31407,87742657,1362104,282706
31407,87742657,1362328,41227319
31407,87742657,1369000,24931723
31408,54636157,1332048,26212762
31408,54636157,1362104,3292834
31408,54636157,1362328,99376
31408,54636157,1369000,16118285
31409,17456889,1369000,17456889
31410,58466319,1375239,3333159
31410,58466319,1376364,1126248
31410,58466319,1382636,15061206
31410,58466319,1383168,21501445
31411,58235677,1371184,42712304
31415,17069346,1332048,1687295
31415,17069346,1369000,12374690
31419,188809990,1332482,21344640
31419,188809990,1337910,4496000
31419,188809990,1362104,1513453
31419,188809990,1369000,105046879
31419,188809990,1379164,1044216
31421,3965659,1369000,3136277
31501,31065062,1322080,6383912
31501,31065062,1374628,3674309
31501,31065062,1380956,17252432
31503,875144500,1322080,2308904
31503,875144500,1323144,1831010
31503,875144500,1380368,7721286
31503,875144500,1380956,11990387
31510,575008791,1301612,15779091
31510,575008791,1366220,3033584
31512,211583110,1302060,7900712
31513,847568868,1306016,20712211
31513,847568868,1334260,2597229
31516,413192985,1308284,13121213
31516,413192985,1380956,1490607
31518,120542385,1310664,3560659
31519,320871945,1311504,8407720
31520,52172018,1311560,27445686
31520,52172018,1319830,59103
31520,52172018,1323200,19316631
31522,138258921,1368040,42689636
31523,495903564,1323200,4479503
31523,495903564,1328100,669275
31523,495903564,1373452,4536982
31525,254630374,1311560,536481
31525,254630374,1319830,11932713
31525,254630374,1323200,525628
31525,254630374,1328100,1458887
31525,254630374,1373452,6615604
31527,25221730,1342128,23037817
31532,121939897,1322388,3722716
31533,171669990,1323872,26367604
31535,243440226,1323872,11023340
31537,1411032993,1330424,10855786
31537,1411032993,1339692,6472640
31537,1411032993,1343640,5444190
31539,714170474,1322388,215098
31539,714170474,1334260,1909906
31539,714170474,1337564,12258541
31539,714170474,1368805,7928259
31542,210723408,1339216,8879020
31543,426852690,1340028,4791719
31544,266755094,1341708,2814945
31545,262881577,1342268,21403547
31546,391478596,1332132,2486418
31546,391478596,1342268,20233102
31547,41662343,1343580,3041627
31548,162501411,1343640,57426591
31548,162501411,1367984,449234
31549,304648343,1347952,4987165
31550,150891075,1349588,2237689
31551,176270663,1310664,1126074
31551,176270663,1350960,2268746
31551,176270663,1359500,4406
31552,263732531,1351576,615874
31553,482890597,1338292,6943592
31553,482890597,1354124,7300829
31554,581610585,1355440,5290876
31555,373091880,1357540,5250310
31556,285252,1357568,285252
31557,293265836,1357568,8187816
31557,293265836,1359500,6829879
31558,185843151,1343580,4063028
31558,185843151,1343640,102277
31558,185843151,1367984,58660376
31560,309188566,1369448,5585893
31563,313041877,1374852,2001892
31564,108045,1380368,108045
31565,305599127,1380816,14399572
31566,168845124,1381012,2377061
31568,300619854,1383868,84875
31569,199879497,1343640,7969586
31569,199879497,1383868,6503200
31599,1216247,1342268,1216247
31601,411733880,1317132,5928162
31601,411733880,1321744,4652631
31601,411733880,1364596,423744
31601,411733880,1378800,42705191
31602,103341719,1364596,104528
31602,103341719,1378800,32345164
31605,126440020,1306968,20041453
31605,126440020,1352556,1406341
31605,126440020,1378800,17392175
31606,115424707,1321744,3858435
31606,115424707,1326156,7085105
31606,115424707,1378800,373100
31620,323619775,1300576,23370324
31620,323619775,1314192,361240
31620,323619775,1372556,408955
31622,311724145,1301024,2660387
31623,1633059,1302844,1633059
31624,244006325,1304700,3894528
31625,150183710,1353032,13077
31626,367790251,1309460,5835198
31627,1917646,1314192,1040509
31629,121572346,1323060,3892770
31630,363720546,1324796,2027275
31630,363720546,1326156,65758127
31631,614012220,1326156,353927650
31631,614012220,1328744,7107227
31632,291009021,1314192,1072876
31632,291009021,1336052,6970436
31634,525731510,1302844,2820394
31634,525731510,1317468,2306388
31634,525731510,1339748,9046596
31635,370004225,1344592,8035535
31636,481268307,1321744,3394712
31636,481268307,1326156,293989213
31636,481268307,1344704,3644332
31637,213565785,1345936,4127601
31638,61195927,1353032,4454266
31639,547654553,1354264,12578252
31641,229334770,1354404,1975218
31642,505198394,1359808,8682745
31643,679513275,1363224,10689660
31645,126619410,1363728,2968667
31647,116522560,1372556,9862583
31648,50190848,1326156,50190848
31649,81056838,1326156,1779550
31649,81056838,1373760,2934125
31650,291013741,1382972,9893868
31698,388113,1378800,388113
31699,11647476,1352556,9082674
31701,54842203,1301052,27448166
31705,363626710,1301052,42430019
31705,363626710,1363084,57033008
31707,47574800,1301052,39271921
31709,312209051,1302116,18845128
31711,190891280,1302116,320520
31711,190891280,1302256,3573305
31712,173850910,1302564,16304055
31714,440358300,1303236,12290949
31716,206570493,1304840,5054902
31719,245015778,1302116,10229664
31720,12003570,1305708,1802065
31721,571487754,1301052,33465693
31722,6152861,1307304,1453980
31730,669961797,1312624,17099785
31738,161600546,1319392,2115019
31743,167234676,1322472,1930400
31743,167234676,1346020,118592
31744,312812594,1323284,3236406
31747,1801040,1327008,1801040
31749,164418053,1327596,8424628
31750,726692324,1329528,23243286
31753,24643,1331684,24643
31757,218932426,1376224,1040874
31763,642025393,1345768,12723241
31764,196627710,1322472,181849
31764,196627710,1346020,4466485
31765,214577880,1350680,4029551
31768,368856047,1331684,2933653
31768,368856047,1353060,28207897
31771,292725445,1327008,247685
31771,292725445,1353060,116089
31771,292725445,1355860,7974315
31773,221668154,1357372,2399093
31774,422417040,1357428,6591835
31775,114971074,1358184,4602192
31778,286080456,1305708,57654
31778,286080456,1359556,4557721
31779,351027642,1359976,10560694
31780,237072539,1361628,2108491
31780,237072539,1381128,22491541
31781,70200015,1362496,4317931
31781,70200015,1375188,2101
31783,253045674,1363840,2034718
31784,84428639,1368096,4749330
31787,218659172,1371464,6590126
31788,333361517,1307304,710045
31788,333361517,1353060,14849966
31789,170639921,1374432,4588431
31790,178998100,1375104,2568969
31791,542918110,1362496,16067
31791,542918110,1375188,16986959
31792,547502241,1376224,37842847
31793,242215582,1358184,15603
31793,242215582,1376476,12307723
31794,296673991,1360508,797169
31794,296673991,1376476,20630899
31794,296673991,1378464,1945270
31795,122746980,1378100,2040238
31796,183673018,1380676,2103363
31801,222916422,1309768,9029223
31801,222916422,1319000,5401406
31803,738052252,1311728,8337316
31803,738052252,1375692,4106813
31803,738052252,1381128,5375791
31804,124464456,1314024,16766544
31805,175449827,1321017,146373544
31806,414469425,1326980,8185177
31807,34828837,1327064,6273769
31808,143705825,1302364,3374461
31808,143705825,1319000,29945079
31808,143705825,1361376,7097723
31810,41071247,1332412,2037867
31811,338793295,1302364,3250981
31811,338793295,1336220,8774573
31812,172374493,1340196,1146281
31812,172374493,1342800,6088311
31815,654955386,1347980,4096504
31816,97226104,1349532,15280196
31820,106977334,1319000,64469009
31820,106977334,1327064,165563
31822,298969057,1336220,66480
31822,298969057,1361124,7973113
31824,302784436,1381128,297271868
31825,376538608,1365016,8289159
31825,376538608,1381128,112227081
31826,133289202,1349532,4704
31826,133289202,1370428,5670201
31827,396596013,1375244,8041548
31829,34512510,1319000,29029689
31830,141528362,1349532,5469248
31830,141528362,1380480,3887284
31831,190141222,1380844,8643586
31832,73381265,1381128,64193753
31833,252827195,1344340,29974
31833,252827195,1382132,28465451
31836,232896016,1383952,2033605
31901,11383852,1319000,11383852
31903,25835671,1319000,25835671
31904,71260133,1319000,71260133
31905,236014160,1319000,44874339
31905,236014160,1321017,191139821
31906,17789834,1319000,17789834
31907,61766827,1319000,61766827
31909,48432667,1319000,48432667
32003,41020989,1222660,41020989
32008,390088888,1208175,2941420
32011,436487508,1209700,4685075
32011,436487508,1230750,650458
32011,436487508,1247787,37984824
32013,28296,1216500,28296
32024,376666830,1237775,1156308
32025,270873898,1237775,12704493
32025,270873898,1275300,3209866
32034,168290202,1222175,30644496
32034,168290202,1279175,1361776
32038,277359091,1224500,6251171
32040,313772341,1226075,1185744
32043,593784406,1202187,41643257
32043,593784406,1227400,19504609
32043,593784406,1255875,2607761
32044,45260792,1228575,2723535
32046,509085962,1230750,13613493
32052,739975527,1235375,6257521
32053,274207701,1235525,6889717
32054,559605474,1237650,5977561
32054,559605474,1278775,1795142
32055,477690873,1222475,6459113
32055,477690873,1237775,16824613
32055,477690873,1275300,3213001
32058,185261008,1239700,3918168
32059,307896828,1239850,6308845
32060,1020099421,1240875,93103
32063,189818389,1241950,12602532
32064,24064403,1240875,19664875
32065,51303226,1238813,20388557
32065,51303226,1250630,30914669
32066,725292551,1216500,2318935
32066,725292551,1243575,2328520
32068,299244606,1202187,2287782
32068,299244606,1238813,4935001
32068,299244606,1245350,50806297
32068,299244606,1250630,4564298
32073,43610128,1205025,10625522
32073,43610128,1222660,0
32073,43610128,1238813,9519356
32073,43610128,1250630,7058116
32073,43610128,1252125,9423393
32079,1171486,1255875,1171486
32080,40733732,1209630,6588298
32080,40733732,1215325,3724902
32080,40733732,1243250,514009
32080,40733732,1262500,7898880
32080,40733732,1262525,5494498
32081,91350756,1235000,8866488
32081,91350756,1248850,56253520
32082,86401461,1254525,31587112
32082,86401461,1264525,7834606
32082,86401461,1274400,0
32083,102202311,1259400,1412139
32084,116861889,1262500,12518292
32084,116861889,1274400,4593261
32086,170296032,1262500,419522
32086,170296032,1262550,11354875
32086,170296032,1262562,4106071
32091,393864104,1228575,5122
32091,393864104,1268525,18592123
32092,321293198,1278740,60419585
32095,148631293,1248850,13179654
32095,148631293,1262500,3823823
32095,148631293,1278740,9565117
32096,444642839,1277400,4736977
32097,323014074,1279175,58620352
32102,161723348,1202275,6046936
32110,767282763,1209550,335114519
32110,767282763,1254200,16105041
32112,133291508,1215375,5347109
32112,133291508,1258025,486878
32114,41433307,1216525,40829993
32117,31068944,1216525,17892537
32117,31068944,1231350,9762824
32117,31068944,1253150,2797
32118,10982797,1216525,7921226
32118,10982797,1216550,2201258
32118,10982797,1258575,5621
32118,10982797,1267325,60107
32119,20263607,1216525,10085073
32119,20263607,1258575,0
32119,20263607,1267325,9469418
32124,159125966,1216525,76521944
32127,38525793,1216550,450
32127,38525793,1258200,8659503
32127,38525793,1258575,25168569
32128,86515912,1258575,20869282
32128,86515912,1263362,19197480
32129,19476684,1216525,11049
32129,19476684,1258575,18133163
32129,19476684,1267325,56401
32130,244980336,1216975,5290287
32131,92711965,1219350,8235291
32132,18197878,1219825,11945842
32134,693504417,1238238,25574051
32136,45921836,1206100,869806
32136,45921836,1222550,9283457
32136,45921836,1254200,4081614
32137,161642781,1243250,32607
32137,161642781,1254200,113026306
32141,61052064,1219825,19657760
32141,61052064,1250450,58631
32145,231976273,1222560,30659252
32145,231976273,1229100,8390242
32148,202373014,1233900,15798629
32159,78120290,1224975,13074
32159,78120290,1237375,21120577
32159,78120290,1271625,9068516
32162,58975112,1271625,55118556
32162,58975112,1277675,21678
32163,48945789,1224975,3174284
32163,48945789,1271625,19182556
32163,48945789,1277675,24697103
32164,84205269,1209550,707025
32164,84205269,1254200,73109332
32168,398650597,1219825,32122390
32168,398650597,1226000,9064035
32168,398650597,1248625,79677696
32168,398650597,1258200,1350364
32168,398650597,1258575,5199157
32168,398650597,1263362,24332168
32169,41960139,1219825,0
32169,41960139,1248625,18069812
32169,41960139,1250450,1579049
32169,41960139,1258200,1613204
32174,324664518,1209550,26218158
32174,324664518,1216525,16623758
32174,324664518,1231350,492724
32174,324664518,1253150,83974724
32176,14741105,1253150,5960970
32176,14741105,1253200,5220070
32177,587476884,1253875,25271098
32179,194379198,1251050,6192607
32179,194379198,1266179,19736284
32180,233901854,1256425,26412726
32181,66120084,1258025,7394283
32189,75816775,1275750,65672
32190,96204658,1265200,18400086
32193,9237910,1275750,3751811
32195,63213195,1237375,312771
32195,63213195,1266179,27748
32202,5133537,1235000,5133537
32203,108366,1235000,108366
32204,6956932,1235000,6956932
32205,20040240,1235000,20040240
32206,16144422,1235000,16144422
32207,29631282,1235000,29631282
32208,29855753,1235000,29855753
32209,24106359,1235000,24106359
32210,56693710,1235000,56693710
32211,21220704,1235000,21220704
32212,13247623,1235000,13247623
32214,228818,1235000,228818
32216,32827071,1235000,32827071
32217,13922536,1235000,13922536
32218,250325896,1235000,250325896
32219,185127368,1235000,185127368
32220,99906111,1203250,256751
32220,99906111,1235000,99649360
32221,122938202,1235000,122938202
32222,29512544,1235000,29512544
32223,29791444,1235000,29791444
32224,54024393,1235000,49489371
32225,68134391,1235000,68134391
32226,221943265,1235000,221943265
32227,2863206,1235000,2863206
32228,335197,1235000,335197
32233,26428110,1202400,9542328
32233,26428110,1235000,16885782
32234,393954942,1203250,4977679
32234,393954942,1235000,175044855
32244,61053746,1235000,61053746
32246,49469526,1235000,49469526
32250,23194492,1235000,4242022
32250,23194492,1235050,18952470
32254,32121995,1235000,32121995
32256,158939510,1235000,158939510
32257,31732687,1235000,31732687
32258,46148745,1235000,46148745
32259,146460728,1224925,41755783
32259,146460728,1235000,2188444
32266,6053034,1248100,6053034
32277,18540597,1235000,18540597
32301,26426961,1270600,26302443
32303,90198154,1270600,27236677
32304,39304433,1270600,18393486
32305,248564908,1270600,22486847
32305,248564908,1278700,21874100
32306,313719,1270600,313719
32307,1091562,1270600,1091562
32308,40939447,1270600,29785360
32309,315989984,1208075,28430095
32309,315989984,1245300,7189969
32309,315989984,1270600,40067941
32310,237964378,1223680,11256504
32310,237964378,1270600,24530569
32311,146337265,1270600,33492324
32312,241910025,1208075,26017939
32312,241910025,1270600,27331936
32313,750791,1270600,750791
32317,92075945,1210350,6075628
32317,92075945,1211525,5874176
32317,92075945,1270600,8215383
32320,82828750,1201625,4985037
32321,968821980,1208600,4241987
32321,968821980,1238519,11747064
32321,968821980,1269025,2505541
32322,195241913,1210725,12399127
32324,174642461,1211800,14505720
32324,174642461,1227650,1734894
32327,610227615,1215300,11832610
32328,222207968,1219400,19278109
32328,222207968,1262650,12312303
32330,9324920,1227550,3482986
32331,875436861,1227575,3409831
32332,9052490,1227650,6352078
32333,273504130,1229150,7216439
32333,273504130,1245425,787977
32334,581487376,1232675,12877506
32336,578810021,1239100,6081583
32337,392312,1240950,392312
32340,540135361,1242425,6827626
32343,69386394,1245425,24115023
32344,1151493728,1202575,5190929
32344,1151493728,1240950,3532493
32344,1151493728,1246500,10390580
32344,1151493728,1274700,6022244
32344,1151493728,1275425,8178820
32346,73543450,1254625,4319289
32347,357125965,1256150,11832982
32348,835285024,1256150,12595861
32351,551754566,1227550,2466974
32351,551754566,1227650,13963660
32351,551754566,1259325,29561433
32352,249740322,1227650,123455
32352,249740322,1259325,609716
32355,7194845,1262825,5072999
32358,466266942,1266925,4346660
32359,476083977,1268625,8283474
32361,5974763,1274700,4847357
32399,1414791,1270600,1414791
32401,32360084,1211150,1317440
32401,32360084,1254700,20498671
32401,32360084,1268275,4127854
32401,32360084,1273312,0
32403,114529713,1272875,37458995
32404,349836573,1209725,24401140
32404,349836573,1241825,3900700
32404,349836573,1254700,36933552
32404,349836573,1255075,4950664
32404,349836573,1268275,4406977
32405,48633944,1211150,5497536
32405,48633944,1241825,4044239
32405,48633944,1254700,23471201
32405,48633944,1258962,4223349
32405,48633944,1268275,2285526
32407,38634110,1254725,12947191
32407,38634110,1273312,5732141
32408,22203568,1241562,5439103
32408,22203568,1254725,1004113
32408,22203568,1273312,15250464
32409,328010547,1241825,118126
32410,4041448,1244300,3234382
32413,280306676,1237500,6506154
32413,280306676,1254725,36095010
32420,137375459,1200625,2720778
32421,325058078,1201000,3463609
32423,174867188,1203725,622164
32424,411334752,1206925,8254970
32425,685598810,1207450,12181613
32425,685598810,1221250,5644750
32425,685598810,1248900,2764206
32426,121530311,1209900,5170648
32427,116715062,1210975,7801993
32428,740462867,1211975,10993707
32428,740462867,1275450,1816233
32431,273949526,1200625,10756
32431,273949526,1214850,6690158
32431,273949526,1235200,7891098
32433,650874329,1216800,11136414
32435,354152335,1216800,24994497
32435,354152335,1224825,4222550
32437,89907331,1219725,12237135
32439,249932818,1224825,44841445
32440,278056591,1209900,1550634
32440,278056591,1227000,11210502
32442,244446306,1227175,11263904
32443,146768014,1227600,11821056
32444,25415218,1241825,19008949
32445,66121500,1242650,7895475
32446,427774559,1214850,1776458
32446,427774559,1243175,30087638
32448,466621870,1243175,18086174
32455,584806816,1258175,12848631
32455,584806816,1276975,888851
32456,275087545,1244300,2660503
32456,275087545,1258675,22700916
32459,141191354,1246000,89226
32460,188839022,1266725,11395236
32462,398852294,1274125,12338724
32463,1164347,1275450,1164347
32464,454089943,1276975,17801485
32465,817734464,1277100,17336037
32501,9550036,1208300,208486
32501,9550036,1226925,2243531
32501,9550036,1255925,7098019
32502,6944058,1255925,6944058
32503,32661185,1208300,11111053
32503,32661185,1226925,641464
32503,32661185,1255925,20908668
32504,27167739,1208300,770093
32504,27167739,1222275,5337702
32504,27167739,1255925,21059944
32505,33553269,1205462,473928
32505,33553269,1208300,14628695
32505,33553269,1226925,186199
32505,33553269,1255925,1799286
32505,33553269,1276675,10847725
32506,79247429,1247550,14071649
32506,79247429,1275200,382748
32506,79247429,1276675,5503788
32507,72190105,1247550,2222872
32507,72190105,1256004,3747740
32507,72190105,1275200,17569560
32507,72190105,1276675,2222720
