zip,arealand_zcta,geoid,arealand_part
64664,124229721,2949790,464364
64667,198361263,2952328,654171
64668,417328293,2952760,1676748
64670,333104295,2956558,1570395
64671,240252586,2958916,1594423
64672,206591718,2959420,1460942
64673,613327788,2959942,4115062
64673,613327788,2960644,10244505
64674,164031893,2960158,793724
64676,54169359,2963236,511275
64679,247077186,2969464,1635055
64681,139375260,2971620,585927
64682,93941998,2973330,832480
64683,593002918,2921340,2777977
64683,593002918,2941417,3602720
64683,593002918,2973348,342090
64683,593002918,2973816,16698451
64686,4040422,2975364,2223016
64688,171653683,2979180,830821
64689,84991873,2980548,798321
64701,321230217,2920980,43732
64701,321230217,2930610,25597234
64720,343992353,2900244,4334538
64722,93566004,2901072,553725
64723,132186478,2901090,1479251
64723,132186478,2947540,380685
64724,329315379,2901522,2972387
64725,141421052,2901702,3853020
64726,118310999,2906238,644431
64728,209346473,2908614,738511
64730,731151847,2910054,10533061
64730,731151847,2956468,183774
64733,191146329,2913654,933774
64734,106836487,2914770,3824853
64734,106836487,2978838,1175210
64735,680689768,2914986,23751642
64735,680689768,2939638,208254
64735,680689768,2973240,2583842
64738,206631468,2915562,639234
64739,135161306,2917164,893345
64740,269727600,2908902,313961
64740,269727600,2918730,2196992
64741,88316503,2918802,263582
64742,199775411,2920134,7062188
64743,3528094,2920980,785253
64744,647751391,2921502,7982603
64744,647751391,2963074,566939
64745,3976143,2925372,947913
64746,80423656,2925894,2223903
64746,80423656,2939845,403042
64747,324693403,2926434,6403497
64747,324693403,2929764,208914
64747,324693403,2940880,283662
64748,281508985,2927676,2679581
64750,76951990,2930862,272205
64752,178299494,2933724,1713955
64752,178299494,2970954,285462
64755,379876272,2936512,2869978
64755,379876272,2951356,116761
64755,379876272,2960140,81766
64756,157566304,2937214,1772215
64759,687818211,2934192,700571
64759,687818211,2935486,767228
64759,687818211,2940376,13505048
64759,687818211,2940430,2028694
64759,687818211,2948098,108211
64761,181850059,2941402,1337060
64762,330194233,2941906,2154151
64763,179741646,2944282,2656727
64765,328628,2947612,328628
64767,155285857,2948476,197642
64769,105281977,2909802,288860
64769,105281977,2948566,9446321
64770,282713578,2949664,1476591
64771,96381714,2950330,419763
64772,334061128,2951644,23271097
64776,614678442,2926902,208727
64776,614678442,2955388,2634746
64776,614678442,2963074,1324222
64776,614678442,2976390,338356
64778,297547485,2961364,693540
64779,512232419,2925372,281467
64779,512232419,2961418,3537783
64780,246837235,2962786,853015
64781,2073011,2963074,2073011
64783,168588142,2966134,1608544
64784,287669652,2967214,1360308
64788,265254994,2930772,1229967
64788,265254994,2975346,1045726
64790,219084656,2976660,805111
64801,148977522,2900424,3840491
64801,148977522,2911368,12760
64801,148977522,2911638,198061
64801,148977522,2920314,6449808
64801,148977522,2920512,3010515
64801,148977522,2937592,42417932
64801,148977522,2978118,1560952
64804,236840251,2914806,104163
64804,236840251,2919090,109898
64804,236840251,2920314,56875
64804,236840251,2920512,2052499
64804,236840251,2928170,247365
64804,236840251,2937592,50695652
64804,236840251,2941132,3194741
64804,236840251,2943672,8982249
64804,236840251,2960986,520091
64804,236840251,2963902,2137597
64804,236840251,2967628,1215922
64804,236840251,2967632,295666
64830,3946052,2900496,851218
64831,302435093,2901198,5887165
64831,302435093,2940592,667194
64831,302435093,2957818,832900
64832,181971012,2902098,945113
64832,181971012,2976444,664505
64833,506308,2902746,506308
64834,83411033,2900424,126124
64834,83411033,2911368,14144706
64835,5569393,2911638,5271497
64835,5569393,2978118,286906
64836,476728038,2908776,296660
64836,476728038,2911656,30171885
64836,476728038,2911728,37379743
64836,476728038,2920314,301272
64836,476728038,2924120,2460023
64840,134726041,2919432,1933434
64840,134726041,2924120,43847
64841,1085530,2920314,1085530
64842,56587556,2923518,1221238
64843,150906695,2927874,3436498
64844,170573276,2928108,11457812
64844,170573276,2962030,126943
64847,9199173,2940592,1445720
64848,109701105,2940790,868649
64849,899893,2951356,899893
64850,526451641,2951572,40795228
64854,192579534,2927100,675481
64854,192579534,2936422,905990
64854,192579534,2940592,322109
64854,192579534,2952742,5177702
64854,192579534,2957818,4230897
64855,110224695,2954920,3844263
64856,234536964,2936422,6798737
64856,234536964,2957818,3462896
64857,1551716,2960140,1044247
64859,132409239,2961094,395880
64861,151283750,2962822,1434341
64862,234644990,2965990,3629416
64863,79993455,2969230,3790298
64865,194439278,2943672,228931
64865,194439278,2966674,6627764
64866,137752661,2952292,845621
64866,137752661,2970414,845576
64867,150155348,2970648,423341
64870,87142659,2900424,1222468
64870,87142659,2911368,15185
64870,87142659,2911638,1281669
64870,87142659,2937592,5515338
64870,87142659,2954920,2593902
64870,87142659,2978118,20533697
64873,109887366,2978424,476438
64874,4725061,2979126,1309945
65001,57513824,2901828,1042699
65010,157275848,2902242,14760684
65011,213898365,2903376,706515
65011,213898365,2928828,0
65013,336910869,2904150,3457023
65014,367960492,2906256,1670942
65017,158848142,2908974,1427178
65018,405352543,2910468,10011391
65020,320432373,2910810,14208309
65020,320432373,2926000,260732
65023,142117169,2912664,2454656
65023,142117169,2965018,131842
65024,255494173,2913060,959470
65025,135097323,2914140,1494550
65026,371214617,2902584,1113397
65026,371214617,2902962,1153167
65026,371214617,2921484,9207279
65032,151243951,2922798,866349
65034,78239143,2925300,414443
65035,185430509,2925822,2161081
65037,205022119,2928828,1922390
65037,205022119,2940916,14227802
65037,205022119,2971728,12308
65039,153305131,2930718,556074
65041,618738935,2905608,5411990
65041,618738935,2931762,6544783
65041,618738935,2945200,1263879
65043,150485919,2932770,9595610
65043,150485919,2937000,1345247
65046,190880841,2936368,2588603
65046,190880841,2944498,478678
65047,79590616,2955244,108341
65049,48000893,2902962,63678
65049,48000893,2940034,18615822
65049,48000893,2940142,892786
65049,48000893,2976157,12032659
65050,45971167,2940808,998734
65051,328265529,2943238,3020059
65052,122622300,2943274,3361046
65052,122622300,2955244,168091
65053,89928309,2943652,933062
65058,255258116,2947594,894856
65059,91571438,2949070,759117
65061,137233896,2926578,525638
65061,137233896,2950060,1173874
65063,222373356,2951680,4001907
65064,44152028,2954560,447805
65065,42783530,2955244,25133074
65066,452754132,2955640,6829623
65068,126951499,2959726,1004099
65069,184482639,2961328,872210
65074,245203479,2963704,2069349
65075,128955299,2964190,2695999
65076,66045369,2965162,2534968
65078,404641725,2971044,2297749
65079,82385833,2940916,13276
65079,82385833,2971728,14864388
65080,107147346,2972574,1684561
65081,191441695,2925300,97399
65081,191441695,2973420,5416424
65082,184532058,2974194,892518
65084,434773644,2975922,6028840
65085,147710556,2978910,1375976
65101,339065983,2937000,50673147
65101,339065983,2972304,16671426
65101,339065983,2977002,8987558
65109,209060374,2937000,41361715
65109,209060374,2965018,4856187
65201,226240316,2902242,607503
65201,226240316,2915670,52164133
65201,226240316,2957512,386729
65202,365952335,2915670,56743861
65203,193394146,2915670,63229453
65203,193394146,2933868,774146
65203,193394146,2944768,507165
65203,193394146,2957512,204918
65215,92333,2915670,92333
65216,97173,2915670,97173
65230,169572515,2901954,2124781
65231,321704351,2902638,1955481
65232,61752124,2904834,268840
65233,367646059,2907318,19908970
65233,367646059,2980380,2322698
65236,180524153,2909046,3114472
65237,257548565,2909658,2445618
65239,147706055,2910360,777222
65240,466552426,2912898,7398564
65243,252986230,2914068,1541290
65243,252986230,2961166,140716
65244,178377492,2914896,452625
65246,92290437,2918118,468473
65247,111247041,2923050,882709
65248,447049041,2923842,5743236
65250,135005593,2925624,540209
65251,551720115,2926182,31931630
65251,551720115,2938792,715452
65254,269203471,2927208,3525848
65255,146271820,2929998,4139862
65256,143839123,2930484,2062664
65257,223562849,2931924,1026200
65258,131762085,2932626,676452
65259,268924325,2933886,6000992
65259,268924325,2949034,294492
65260,126965065,2936224,285344
65261,255573965,2938468,1991577
65262,119263826,2938792,3962794
65263,325744341,2945470,1159505
65263,325744341,2947846,1442732
65264,159847566,2946460,691814
65265,579004810,2947648,31425549
65265,579004810,2975706,807513
65270,293276565,2949034,33799001
65270,293276565,2961166,494965
65274,128388516,2925624,58037
65274,128388516,2951824,3430521
65275,446317787,2928000,149033
65275,446317787,2956144,3272415
65276,255237125,2957602,1089754
65278,298832,2961166,298832
65279,135001095,2962498,823965
65280,49240885,2963560,464945
65281,506728602,2959708,1187119
65281,506728602,2965450,3466590
65283,141060374,2924760,272020
65283,141060374,2971026,2132368
65284,156565545,2914068,10502
65284,156565545,2971224,2135747
65286,111195691,2973870,597469
65287,55992406,2981016,155744
65301,578620196,2966440,36818544
65305,14835802,2979432,14835802
65320,1382992,2902044,345226
65321,100025401,2905950,651741
65322,158010673,2906148,848378
65323,133737467,2910450,2548546
65324,164464740,2914914,2088908
65325,373075837,2915436,3371275
65327,2911259,2922312,1344894
65330,132479740,2927028,643396
65332,216088835,2929332,1111246
65333,171582700,2933256,512175
65334,167878495,2933652,299712
65335,45457026,2935306,383424
65336,302620339,2939188,7462169
65336,302620339,2979432,2470514
65337,226526294,2940520,2810050
65338,308047630,2942608,2458683
65339,243130944,2928198,281400
65339,243130944,2945632,654434
65339,243130944,2950510,268784
65340,657964641,2946316,26215782
65344,192519009,2947684,1446987
65347,201574383,2951500,852884
65348,183803922,2955478,1267181
65349,250775592,2968204,3744018
65350,165578372,2968384,779190
65351,275911472,2971890,4303104
65354,64043890,2972106,971329
65355,559698794,2904864,5376882
65355,559698794,2977146,6455582
65355,559698794,2979288,1287915
65360,406803754,2980350,6264674
65401,669724752,2919828,4412503
65401,669724752,2962912,30539195
65409,708352,2962912,708352
65438,765122593,2905734,3575535
65438,765122593,2949610,2562803
65438,765122593,2973006,967244
65439,88682618,2976012,412862
65441,439614415,2907534,3462542
65441,439614415,2964172,2881507
65441,439614415,2979000,294241
65452,236830327,2917344,3217113
65453,370781978,2917668,8268456
65453,370781978,2935180,3719071
65459,599335971,2919630,2705131
65462,249464329,2921214,1213934
65466,448008348,2922276,4881441
65473,273233445,2925264,59648851
65473,273233445,2965144,35821
65483,277132184,2933238,9434570
65483,277132184,2960734,308810
65486,318086218,2934228,2281852
65535,116902958,2941114,1119972
65536,1041689508,2904525,10801452
65536,1041689508,2922951,24354494
65536,1041689508,2941168,37922960
65542,561087518,2942464,5518872
65548,485376028,2950438,9709781
65550,448611052,2919828,2798745
65550,448611052,2951716,1670147
65552,372078904,2958088,970043
65555,191074772,2960734,7341018
65556,577511936,2961562,5872613
65559,491070784,2962912,165782
65559,491070784,2964424,11065507
65560,1720208553,2965234,8222102
65565,714690759,2970576,6268154
65566,29534526,2976012,4033382
65567,166229260,2971008,1565170
65571,481275486,2971512,2871438
65582,320410939,2976102,2765178
65583,163828134,2965144,1048999
65583,163828134,2977992,18526766
65584,62962702,2965144,20694207
65588,596649801,2980512,9860903
65591,156902842,2949646,3523000
65601,136791734,2900568,420460
65603,50898918,2901720,663953
65604,226093235,2902188,3158531
65604,226093235,2930016,178231
65605,421078176,2902548,16211592
65606,550377564,2900964,4063076
65608,1048689060,2902674,8545358
65609,82774381,2903052,3176806
65610,224063289,2905626,2531194
65610,224063289,2914788,249841
65611,74048949,2906526,3045654
65611,74048949,2935186,0
65613,478800036,2906976,21291077
65613,478800036,2958448,723365
65616,198029153,2907966,54932633
65616,198029153,2909642,436060
65616,198029153,2932662,120810
65616,198029153,2935186,7086144
65616,198029153,2939008,170150
65616,198029153,2962570,2056
65619,49789423,2903592,6456785
65619,49789423,2961238,5343110
65619,49789423,2970000,5313219
65622,392197021,2909514,7449591
65623,51259,2910144,51259
65625,406838438,2910144,1042597
65625,406838438,2911890,8864438
65626,269135247,2903052,370631
65630,30024480,2963857,10116063
65631,108953221,2914788,3637936
65632,292445457,2916192,4720269
65632,292445457,2957368,1010794
65633,217089667,2917074,3937907
65633,217089667,2933922,754930
65634,190870858,2917524,1157069
65635,104139067,2917992,2569505
65641,145050896,2913015,216695
65641,145050896,2920656,6045577
65646,266762314,2922996,893701
65647,141004151,2923122,2046570
65648,203172086,2923338,8253744
65649,173891770,2923428,1064049
65650,199326333,2924580,857342
65652,184543923,2919504,34124
65652,184543923,2925012,2863304
65653,165114126,2925192,8712167
65653,165114126,2939080,3934084
65653,165114126,2963857,2827630
65654,533743,2925912,526950
65655,526172346,2926218,7435752
65656,295769396,2926254,1931827
65656,295769396,2944829,759244
65658,51581686,2902034,495895
65658,51581686,2922250,1854631
65658,51581686,2927658,13799204
65661,223233680,2929206,2943494
65662,197577224,2922951,1821713
65662,197577224,2929656,3093085
65663,297110709,2929962,5541223
65664,2021872,2930016,366817
65667,475053361,2930754,1687978
65668,90662282,2931780,3225202
65669,106100360,2932068,8818016
65672,147536612,2907966,38945
65672,147536612,2932662,16482592
65674,247694642,2933706,3112797
65675,335213,2933922,335213
65679,132863821,2939008,3452160
65680,102994698,2939080,18783433
65682,376077947,2943490,2514326
65685,92460461,2944156,1203930
65686,25320605,2938612,8790384
65688,668661,2907948,668661
65689,459185863,2910288,10101976
65692,266364386,2939440,433649
65704,323912000,2945740,4870180
65705,107481899,2933922,16827
65705,107481899,2946172,4642630
65706,466274245,2946388,14298423
65707,246216097,2948242,1985421
65708,223380876,2925912,21757
65708,223380876,2949196,21230539
65710,79435242,2950078,1659070
65711,760014167,2950402,10398328
65712,311745956,2913582,1153386
65712,311745956,2932410,139958
65712,311745956,2950672,10403253
65713,288771941,2952418,1061831
65714,132405511,2925957,1432476
65714,132405511,2952616,23585844
65714,132405511,2970000,20845
65717,334699592,2953454,4147171
65721,248355753,2932068,3928804
65721,248355753,2955766,29976443
65721,248355753,2970000,3047079
65722,128182550,2957368,1054373
65723,233498504,2949196,1324150
65723,233498504,2957494,3340836
65725,81075851,2958448,3277778
65729,52211614,2959060,6487699
65732,148894160,2959870,1953264
65734,219575134,2910144,106396
65734,219575134,2960176,1670839
65734,219575134,2979126,6306
65737,218500421,2907989,12222736
65737,218500421,2916115,165827
65737,218500421,2935186,161320
65737,218500421,2938612,285318
65737,218500421,2961112,3882643
65738,139483098,2961238,23835074
65740,10540287,2947520,3703396
65740,10540287,2962570,1632286
65742,306901763,2962894,9583494
65742,306901763,2970000,458367
65745,176632195,2966530,3228634
65746,480169928,2919504,2475123
65746,480169928,2966800,9024252
65747,198537469,2967232,24548917
65752,120833005,2968888,466429
65753,183758346,2969302,3207755
65754,49067224,2969518,8572480
65756,80397979,2970990,1325390
65757,216005336,2970000,580526
65757,216005336,2971062,8458788
65759,130724121,2939080,65065
65759,130724121,2972232,1171845
65761,296891881,2971628,3782377
65761,296891881,2972898,3547658
65767,207754879,2975310,2492428
65769,226256399,2902548,97542
65769,226256399,2975886,2248653
65770,247921434,2976840,1607517
65771,93121356,2947520,216542
65772,201336573,2977200,2316997
65773,168659422,2977794,13717671
65774,123931242,2978064,2240240
65775,1145298813,2907948,684480
65775,1145298813,2968762,9087578
65775,1145298813,2978928,34457515
65779,203738589,2931780,132780
65779,203738589,2979090,3024086
65781,185489077,2979882,11259918
65785,567395054,2970828,5482379
65785,567395054,2974473,160705
65786,284603221,2945218,4999451
65789,188310046,2958934,9239121
65791,395683132,2939440,30645
65791,395683132,2972826,6326557
65793,672809156,2980098,9149476
65801,53806,2970000,53806
65802,159062824,2961238,11149849
65802,159062824,2970000,45809509
65802,159062824,2979882,192201
65803,241776006,2970000,58183268
65803,241776006,2979882,4201070
65804,48174653,2970000,42022470
65806,5530460,2970000,5530460
65807,54430503,2903592,142458
65807,54430503,2970000,37702047
65809,44058307,2970000,8996883
65810,30999854,2903592,21508
65810,30999854,2970000,5089495
65897,679031,2970000,679031
66002,490342468,2002900,20752884
66006,281573926,2003900,6934599
66007,81290763,2004400,18502094
66008,75387790,2005975,3962892
66010,230033373,2007600,1647683
66012,102808845,2007975,37133567
66012,102808845,2036000,2272122
66013,116188692,2009050,5177925
66013,116188692,2053775,14751786
66014,173990350,2012325,4762522
66015,246295232,2014950,1253544
66017,107164214,2017750,376736
66018,60115342,2017850,28600426
66018,60115342,2052575,406578
66020,163997220,2019600,434529
66021,132689866,2019825,14537221
66023,186499877,2020025,1603690
66024,3675437,2020950,2494374
66025,192852684,2017850,320964
66025,192852684,2021675,7607046
66026,125791495,2023650,2167145
66026,125791495,2037575,0
66027,24067249,2039000,24067249
66030,120221842,2019825,4445682
66030,120221842,2025425,29539185
66031,8448496,2025425,665988
66032,549054171,2025925,7983409
66032,549054171,2030250,917638
66033,133168125,2028350,890358
66035,115472274,2031850,1361025
66039,267447545,2036875,1295154
66039,267447545,2042425,175328
66040,347701430,2037575,3957615
66040,347701430,2041465,7662163
66041,138818232,2033575,186041
66041,138818232,2038325,516008
66042,76962698,2038400,604280
66043,18687778,2038650,16890922
66044,166228634,2038900,20607483
66045,2889634,2038900,2889634
66046,105774059,2038900,20941437
66047,150681662,2038900,18432167
66048,350880811,2038650,14987678
66048,350880811,2039000,38721325
66049,117049420,2038900,25583446
66050,104647360,2039150,4548350
66052,105795257,2017850,229678
66052,105795257,2041475,1509673
66053,268949950,2042875,12636765
66054,200962451,2043900,1492067
66056,235962279,2048750,2993197
66058,87434725,2049325,863311
66060,154273480,2051525,1117384
66061,163926010,2052575,95981690
66062,108956496,2052575,63127711
66062,108956496,2053775,5650854
66064,191211866,2053225,12803991
66066,199987588,2053375,2573882
66067,424825393,2012450,866595
66067,424825393,2053550,26731906
66070,79470636,2053925,744759
66071,593803289,2032300,3953250
66071,593803289,2053225,799684
66071,593803289,2054250,13188239
66071,593803289,2066475,1143453
66072,196180518,2054500,727467
66073,168573196,2055450,1939736
66073,168573196,2079375,302831
66075,270780315,2056450,5394665
66076,238210323,2057000,2445845
66076,238210323,2079300,31017
66078,166846029,2057725,1008195
66079,99160042,2058525,380493
66080,153949723,2059675,883765
66083,160699348,2053775,1517040
66083,160699348,2067625,22886224
66085,62653114,2053775,21637132
66086,246799385,2070800,10503335
66087,308197479,2064025,363092
66087,308197479,2071575,2524664
66088,310871781,2073300,1822092
66090,211980688,2020950,5043529
66090,211980688,2076000,6066251
66091,156427229,2047975,620187
66091,156427229,2076425,2400590
66092,229033745,2076625,4440058
66093,288666343,2077250,514039
66094,122690551,2077850,1875959
66095,183570845,2079300,2499382
66097,129141741,2079800,904449
66101,8381655,2036000,8381655
66102,29742568,2036000,29742568
66103,12086364,2036000,12086364
66104,41850617,2036000,41850617
66105,7778800,2036000,7778800
66106,49061180,2036000,48054532
66106,49061180,2037975,1006648
66109,118756403,2036000,111257554
66111,60040522,2007975,2056605
66111,60040522,2020000,23407905
66111,60040522,2036000,34576012
66112,14223799,2036000,14223799
66115,10289113,2036000,10289113
66118,2401720,2036000,2401720
66160,105562,2036000,105562
66202,13630476,2046000,3365385
66202,13630476,2047225,5937294
66202,13630476,2053775,4115674
66202,13630476,2057575,73387
66202,13630476,2060825,138736
66203,16224015,2046000,6602704
66203,16224015,2047225,118173
66203,16224015,2053775,796227
66203,16224015,2064500,8706911
66204,12824347,2046000,1214063
66204,12824347,2053775,11488721
66204,12824347,2057575,121563
66205,9667886,2022700,2923645
66205,9667886,2047225,842851
66205,9667886,2047350,382862
66205,9667886,2047425,230106
66205,9667886,2060825,4057784
66205,9667886,2077500,1065135
66205,9667886,2077525,165503
66206,10453404,2039075,9479110
66206,10453404,2053775,702490
66206,10453404,2057575,271804
66207,11839238,2053775,8059533
66207,11839238,2057575,3779705
66208,16836411,2047225,10889
66208,16836411,2047350,4893527
66208,16836411,2053775,93292
66208,16836411,2057575,11838703
66209,16710701,2039075,10437663
66209,16710701,2053775,6273038
66210,15674910,2039350,341468
66210,15674910,2053775,15333442
66211,11133466,2039075,7009582
66211,11133466,2053775,4123884
66212,19683325,2053775,19683325
66213,20244102,2053775,20244102
66214,9981631,2039350,2473148
66214,9981631,2053775,6422434
66214,9981631,2064500,1086049
66215,21049137,2039350,19309427
66215,21049137,2052575,549275
66215,21049137,2053775,1190435
66216,20447920,2036000,48148
66216,20447920,2039350,2466571
66216,20447920,2064500,17933201
66217,19509398,2037975,2816345
66217,19509398,2039350,1900341
66217,19509398,2064500,14792712
66218,27147437,2039350,820786
66218,27147437,2064500,26326651
66219,21444618,2039350,21380561
66219,21444618,2052575,64057
66220,16520546,2039350,16479101
66220,16520546,2052575,41445
66221,31432531,2053775,31432531
66223,16173218,2053775,16023710
66224,17265749,2039075,12197814
66224,17265749,2053775,4670902
66226,29850952,2007975,1289109
66226,29850952,2064500,28561843
66227,34518200,2039350,23073388
66227,34518200,2052575,135128
66227,34518200,2064500,11309684
66251,512855,2053775,512855
66401,624329073,2001350,1514197
66402,115970408,2003250,1802825
66403,229287535,2003600,1355119
66404,162043315,2003675,3133421
66406,155869542,2004900,594180
66407,145602871,2005925,318073
66408,142965427,2006275,736823
66409,179998003,2071000,1061814
66411,299101266,2007650,5140632
66412,132472971,2008300,4377216
66413,263672922,2009350,2289517
66414,161270480,2010600,1893382
66415,237167512,2012425,1174591
66416,89867507,2013375,655780
66417,108160228,2015725,787144
66418,188933285,2017525,297807
66419,52103177,2017625,290947
66422,144923756,2021100,506051
66423,393521162,2021650,1340066
66424,135663863,2022025,600819
66425,112817384,2022425,888211
66427,547395602,2024275,2608731
66428,218345663,2026775,532714
66429,33177144,2028200,1504359
66431,155888178,2030575,330187
66432,180626317,2030775,375616
66434,569062480,2029700,226466
66434,569062480,2031675,6628828
66434,569062480,2059050,298007
66434,569062480,2079400,424733
66436,476708461,2032825,6930795
66438,91668403,2032875,10255416
66439,225846141,2033200,4590989
66439,225846141,2036735,1296433
66439,225846141,2036736,2211068
66439,225846141,2036739,1940312
66439,225846141,2036741,1314307
66439,225846141,2036744,5011189
66440,123475404,2033375,1215390
66441,600411359,2027425,2192799
66441,600411359,2035750,29218372
66441,600411359,2052275,7
66442,88006182,2023975,16616684
66449,171816807,2039500,756715
66451,202507106,2043350,2310586
66451,202507106,2073450,369934
66501,901972,2043775,459808
66502,574233210,2044250,28167229
66502,574233210,2052275,434652
66502,574233210,2080875,3529508
66503,215478546,2036200,1193103
66503,215478546,2044250,21597491
66503,215478546,2052275,11138
66506,1832550,2044250,1832550
66507,238752417,2044500,628317
66508,459549546,2031425,2430110
66508,459549546,2045050,11816668
66509,328648120,2045250,437483
66510,154060167,2045700,921714
66512,172757529,2045950,1958565
66512,172757529,2053925,23747
66514,43488592,2035750,683450
66514,43488592,2046525,1480744
66515,90194359,2048300,514651
66516,126488314,2049950,2507574
66517,4742165,2052275,3888145
66518,104193923,2052525,265940
66520,273782976,2052825,627102
66521,460058693,2052875,1698610
66521,460058693,2077700,398973
66522,334728,2052900,301764
66523,396405375,2053200,8154995
66524,336996224,2053725,1409058
66526,183289554,2050250,2325754
66526,183289554,2054950,375120
66527,99217043,2036740,804454
66527,99217043,2057350,353695
66528,173393740,2058100,1149741
66531,91290256,2003800,1111475
66531,91290256,2059875,1256286
66532,223523463,2039475,163126
66532,223523463,2060325,592918
66533,138614727,2061400,1434102
66534,380063123,2062025,8585198
66535,108031632,2062200,1670522
66536,169425122,2062400,3052153
66537,137377347,2063675,2789926
66538,354306105,2036375,623866
66538,354306105,2052900,293414
66538,354306105,2062075,3732609
66538,354306105,2063950,4632111
66539,107305990,2065600,1457520
66540,228470508,2066175,382017
66541,129608687,2068950,892405
66542,84076883,2070075,7862846
66543,22965003,2073450,12221376
66544,233442577,2073525,538678
66546,99176710,2071000,1767190
66546,99176710,2074425,12859210
66547,344856922,2042925,1292776
66547,344856922,2074225,3510059
66547,344856922,2075325,6199952
66548,209046633,2075950,1273472
66549,471279341,2077200,1274406
66550,172263946,2077550,1001112
66552,121842576,2078100,2607551
66554,261279555,2058475,649432
66603,2316172,2071000,2316172
66604,17505482,2071000,17505482
66605,25904778,2071000,14826150
66606,14923606,2071000,14587658
66607,18090206,2070075,1290432
66607,18090206,2071000,13613628
66608,11260100,2071000,11250786
66609,32481701,2071000,14367927
66610,114187768,2071000,6909539
66611,8562248,2071000,8562248
66612,2757866,2071000,2757866
66614,62323413,2071000,18345948
66615,116369126,2071000,4110810
66615,116369126,2079250,282547
66616,15840533,2070075,89162
66616,15840533,2071000,10588640
66617,112199327,2028200,84359
66617,112199327,2071000,3385741
66618,188519405,2071000,9944438
66619,21943133,2071000,2406401
66621,522725,2071000,522725
66622,317048,2071000,317048
66701,740299082,2017900,1826104
66701,740299082,2024000,14467820
66710,159254583,2001625,1382373
66711,135932363,2002175,1125301
66712,57687235,2002375,2936980
66713,152846680,2004625,8155466
66713,152846680,2043050,814109
66714,85603472,2006000,378672
66716,214361776,2008475,1156885
66717,113152164,2009150,822797
66720,514335099,2012500,18383891
66720,514335099,2019275,413671
66720,514335099,2072600,4415274
66724,90955933,2012825,1854476
66725,591632301,2015075,6301167
66725,591632301,2016325,1126951
66725,591632301,2029550,2236646
66725,591632301,2053450,117085
66732,110148994,2020875,394222
66733,357600882,2021500,3283673
66734,84418124,2023050,2376686
66735,11909982,2024325,4427536
66736,711976662,2016150,697546
66736,711976662,2024575,6317764
66736,711976662,2037675,5169255
66736,711976662,2050150,478765
66738,108632863,2024925,497967
66739,181701199,2016325,3487086
66739,181701199,2025100,11921786
66740,95924731,2025150,453954
66741,57329150,2025900,554055
66742,242941,2025975,242941
66743,373294195,2026300,6046569
66743,373294195,2058325,358081
66743,373294195,2059975,3893092
66746,138192096,2031375,2587914
66748,297311488,2033450,3955071
66749,282596058,2004450,173169
66749,282596058,2025975,1621017
66749,282596058,2034300,11564992
66751,126636273,2037725,2063067
66753,358162525,2043725,822647
66753,358162525,2077150,69487
66754,121889019,2044550,1284557
66755,331064757,2046500,1766647
66755,331064757,2048125,1084733
66756,53815344,2016475,1520263
66756,53815344,2049025,1219712
66757,294747723,2049650,3638378
66758,140472245,2049825,1311906
66760,1774276,2052925,1774276
66761,112480448,2056000,10277729
66762,346803309,2013100,8192556
66762,346803309,2024850,2742512
66762,346803309,2056025,33863566
66762,346803309,2058325,1594869
66762,346803309,2080650,2574455
66763,16227843,2024850,10790740
66763,16227843,2056025,3092
66767,119037684,2057650,737995
66769,129299235,2058725,374453
66770,18319166,2060200,5814005
66771,160598110,2062500,3019838
66772,133418155,2063200,498569
66773,86832513,2061275,1892522
66773,86832513,2063325,1623792
66773,86832513,2077150,35420
66775,53689541,2068025,425918
66776,288984176,2070300,1947435
66777,326736668,2071050,941516
66779,190314549,2072525,545823
66780,268912895,2074950,3817168
66781,118453010,2076350,2948027
66782,788585,2077150,767062
66783,736885741,2080700,6548432
66801,779725602,2021275,31421336
66830,74469102,2000325,836798
66833,347636696,2001275,715808
66833,347636696,2009675,392602
66834,432180557,2001575,903609
66835,151408955,2001675,2804809
66838,158989947,2009300,2605722
66839,372707654,2009400,5719914
66839,372707654,2050450,2053168
66840,459042201,2009450,891262
66842,309370781,2010925,881519
66843,356279917,2011425,176431
66845,397357509,2015900,1668225
66846,770257864,2015925,5530703
66846,770257864,2018950,638263
66846,770257864,2054575,49403
66849,166296719,2019125,935242
66850,330207897,2020675,427968
66851,173693906,2023600,1984664
66852,385050512,2028850,1108728
66853,402428675,2029675,809104
66854,249523548,2030475,1025376
66856,364064004,2039125,2479809
66856,364064004,2052700,653556
66857,214658610,2039650,2132894
66858,198868970,2041325,581585
66859,108379641,2042825,574064
66860,475501797,2044050,1512457
66861,530985063,2019700,2496419
66861,530985063,2044750,7144445
66861,530985063,2055875,3627807
66862,245408650,2045150,367689
66863,1152674,2049550,519920
66864,96580177,2049875,1307673
66865,385990762,2052800,1817669
66866,354669349,2055100,3279504
66868,325157856,2058600,552186
66869,281228620,2068650,1419866
66870,246482360,2074075,1449791
66871,344431681,2076050,1896961
66872,361742495,2054575,282986
66872,361742495,2077825,3216985
66873,199600745,2079650,699465
66901,655262098,2001725,1103487
66901,655262098,2015200,11664681
66930,165554963,2000475,448549
66932,183606937,2003025,478902
66933,222998992,2004250,440544
66935,320419526,2005600,5324509
66936,359023629,2009525,2132378
66937,360953804,2014200,1057826
